threshold,Accuracy,Precision,Recall,F1
0.37999999999999995,0.5239377366428271,0.5235869852746672,0.958824479250767,0.6773126497091366
0.38499999999999995,0.5245267143458141,0.5240077958894401,0.9551106087518165,0.676734740575482
0.38999999999999996,0.5252839713925116,0.524543429844098,0.9507508477313096,0.6760822138018142
0.39499999999999996,0.5242742953302482,0.524163902089124,0.9439689972549653,0.6740458895422576
0.3999999999999999,0.5246949936895247,0.5245310245310245,0.9391248183432908,0.6731091950697297
0.4049999999999999,0.5251998317206563,0.5249682222625749,0.9336347489100597,0.6720520718312314
0.4099999999999999,0.5262095077829196,0.5257184697052901,0.927498788955272,0.671067235235703
0.4149999999999999,0.5258729490954985,0.5257380073800738,0.9202325205877604,0.6691716080549521
0.41999999999999993,0.5267984854859066,0.5265218607252726,0.9119974164379138,0.6676122931442079
0.42499999999999993,0.5270509045014724,0.5269404672192917,0.9032778943968998,0.6655958117675056
0.42999999999999994,0.5284812789230122,0.5280877443967573,0.8940739544647183,0.6639884878282769
0.43499999999999994,0.5262936474547749,0.5271744376870354,0.8818020345551429,0.6598598356694055
0.43999999999999995,0.5274716028607488,0.5283148493473354,0.8692071693847893,0.6571847149310219
0.44499999999999995,0.5271350441733277,0.5285671552497756,0.8559664136928791,0.6535568980396992
0.4499999999999999,0.5255363904080774,0.5280705310093231,0.8414338769578557,0.6489010646908662
0.4549999999999999,0.5235170382835507,0.5273252216951949,0.8257710318101081,0.6436347618148638
0.4599999999999999,0.5233487589398401,0.5277660917122423,0.8102696592927499,0.6391949557353035
0.4649999999999999,0.5231804795961296,0.5282552642887839,0.7939609236234458,0.6344106831817302
0.4699999999999999,0.5240218763146823,0.5294635004397538,0.7776521879541418,0.6299954215449016
0.4749999999999999,0.5245267143458141,0.5306561085972851,0.7574681091554981,0.6240936606133174
0.4799999999999999,0.5240218763146823,0.5311555452220413,0.737768448248022,0.617641094964515
0.48499999999999993,0.5223390828775768,0.5309352517985612,0.715000807363152,0.6093717745819858
0.48999999999999994,0.5199831720656289,0.5302129767211491,0.6914258033263362,0.6001822131894317
0.49499999999999994,0.5217501051745899,0.5326826762552973,0.6697884708541902,0.5934191702432046
0.49999999999999994,0.5212452671434581,0.5336634988622674,0.6437913773615372,0.5835772833723653
0.5049999999999999,0.5201514514093395,0.5342274378317966,0.6174713386081059,0.5728409856939555
0.5099999999999999,0.5176272612536811,0.5337144532395192,0.5879218472468917,0.5595082597003457
0.5149999999999999,0.5170382835506941,0.5347872830594379,0.5622476990150169,0.5481738035264483
0.5199999999999999,0.5193100546907867,0.538647342995169,0.5401259486517035,0.5393856325082641
0.5249999999999999,0.5193100546907867,0.5405405405405406,0.516712417245277,0.5283579625196071
0.5299999999999999,0.5191417753470762,0.5425418298326806,0.4921685774261263,0.5161290322580645
0.5349999999999999,0.5190576356752209,0.5450254861242213,0.4661714839334733,0.5025239338555266
0.5399999999999999,0.5191417753470762,0.5480498592681946,0.4401743904408203,0.48822423211247423
0.5449999999999999,0.5151030710980227,0.5459401709401709,0.4125625706442758,0.469971489009473
0.5499999999999999,0.5126630206142196,0.545682387787651,0.38672694978201194,0.45265545265545265
0.5549999999999999,0.5098022717711401,0.5449644694927713,0.35911512998546746,0.43293751216663423
0.5599999999999999,0.5089608750525872,0.5470603743738466,0.33505570805748425,0.41558181454035653
0.565,0.5083718973496003,0.5499144324015972,0.31131923139027934,0.39756675945973813
0.57,0.5080353386621792,0.5534941249226963,0.2890360083965768,0.37976026307414873
0.575,0.5079511989903239,0.5577116092338574,0.26917487485871144,0.36310172075800473
0.58,0.5056794278502313,0.5578181818181818,0.24769901501695463,0.3430616124343061
0.585,0.5061001262095077,0.5646776131357629,0.22767640884870013,0.32451093210586884
0.59,0.5054270088346655,0.5685080469769465,0.21104472791861778,0.30781912388130006
0.595,0.5034076567101389,0.5688594415522953,0.19409010172775715,0.2894293281964845
0.6,0.5011358855700463,0.5684647302904564,0.17697400290650736,0.269917497845093
0.605,0.49911653344551954,0.5674157303370787,0.16308735669304053,0.25335507337263263
0.61,0.4975178796802692,0.5675015271838729,0.15000807363151947,0.23729246487867178
0.615,0.496844762305427,0.5699277741300066,0.14015824317778136,0.2249870399170555
0.62,0.4959192259150189,0.5722460658082976,0.12917810431131924,0.21077591885127123
0.625,0.4931426167437947,0.5659640905542545,0.11706765703213305,0.194005887075194
0.63,0.4914598233066891,0.563404255319149,0.10689488131761667,0.17969598262757872
0.635,0.49154396297854436,0.5698324022346368,0.0988212497981592,0.16843264070455483
0.6399999999999999,0.4906184265881363,0.5701311806256307,0.0912320361698692,0.15729398663697106
0.6449999999999999,0.4900294488851493,0.5723684210526315,0.0842887130631358,0.1469387755102041
0.6499999999999999,0.4885149347917543,0.5685096153846154,0.0763765541740675,0.13466192170818506
0.6549999999999999,0.48725283971392513,0.5657370517928287,0.0687873405457775,0.12266052404261446
0.6599999999999999,0.4856541859486748,0.5573065902578797,0.06281285322137897,0.11290088521259614
0.6649999999999999,0.48397139251156923,0.5477707006369427,0.05554658485386727,0.10086497580999852
0.6699999999999999,0.4832141354648717,0.5435897435897435,0.051348296463749395,0.09383298908232517
0.6749999999999999,0.4824568784181742,0.5387453874538746,0.04715000807363152,0.08671121009651075
0.6799999999999999,0.4817837610433319,0.5338645418326693,0.04327466494429194,0.08005974607916357
0.6849999999999999,0.4806899453092133,0.5223880597014925,0.03956079444534152,0.07355148604022815
0.69,0.4806899453092133,0.5235955056179775,0.037623122880671725,0.07020186803253992
0.695,0.48001682793437106,0.5158924205378973,0.03407072501211045,0.06392002423508028
0.7,0.47917543121581824,0.5040214477211796,0.03035685451316002,0.057264696923545536
0.705,0.47883887252839713,0.49855907780979825,0.027934765057322782,0.052905198776758415
0.71,0.47917543121581824,0.5046153846153846,0.026481511383820443,0.05032218471923903
0.715,0.4785864535128313,0.49337748344370863,0.024059421927983205,0.045881447267128554
0.72,0.478502313840976,0.49110320284697506,0.022283222993702567,0.042632066728452274
0.725,0.47799747580984436,0.4795539033457249,0.020829969320200228,0.039925719591457756
0.73,0.4776609171224232,0.47058823529411764,0.019376715646697885,0.03722084367245657
0.735,0.4779133361379891,0.47478991596638653,0.018246407233973843,0.03514227958326854
0.74,0.4782498948254102,0.48214285714285715,0.017439044082028097,0.033660589060308554
0.7449999999999999,0.4781657551535549,0.4792626728110599,0.0167931535604715,0.032449297971918874
0.7499999999999999,0.47833403449726547,0.4824120603015075,0.015501372517358308,0.030037546933667086
0.7549999999999999,0.47799747580984436,0.47150259067357514,0.014694009365412562,0.028499843407453807
0.7599999999999999,0.4778291964661338,0.46368715083798884,0.01340222832229937,0.026051475204017575
0.7649999999999999,0.47808161548169964,0.4695121951219512,0.012433392539964476,0.024225263489067173
0.7699999999999999,0.4775767774505679,0.44805194805194803,0.011141611496851283,0.02174255553804947
0.7749999999999999,0.47799747580984436,0.46206896551724136,0.010818666236072985,0.021142316188071948
0.7799999999999999,0.47833403449726547,0.4744525547445255,0.010495720975294687,0.02053712480252765
0.7849999999999999,0.478502313840976,0.48091603053435117,0.010172775714516389,0.019924098671726755
0.7899999999999999,0.478502313840976,0.4796747967479675,0.009526885192959793,0.018682710576314123
0.7949999999999999,0.47883887252839713,0.4956521739130435,0.009203939932181495,0.018072289156626505
0.7999999999999999,0.47909129154396296,0.5092592592592593,0.008880994671403197,0.01745754642120298
0.8049999999999999,0.47909129154396296,0.5098039215686274,0.00839657678023575,0.016521048451151706
0.8099999999999999,0.47909129154396296,0.5104166666666666,0.007912158889068302,0.015582763555414216
0.815,0.47909129154396296,0.5113636363636364,0.007266268367511707,0.014328928514567747
0.825,0.47875473285654185,0.4868421052631579,0.005974487324398515,0.011804115488913702
0.82,0.478502313840976,0.46835443037974683,0.005974487324398515,0.011798469387755103
0.83,0.47875473285654185,0.4864864864864865,0.005813014694009366,0.011488750598372429
0.835,0.4782498948254102,0.4393939393939394,0.004682706281285322,0.009266656015337913
0.84,0.47808161548169964,0.4166666666666667,0.004036815759728726,0.00799616184231569
0.845,0.4782498948254102,0.4230769230769231,0.003552397868561279,0.0070456365092073665
0.8499999999999999,0.47808161548169964,0.3958333333333333,0.003067979977393832,0.006088767825668964
0.8649999999999999,0.478502313840976,0.43902439024390244,0.002906507347004683,0.005774783445620789
0.8599999999999999,0.47841817416912075,0.42857142857142855,0.002906507347004683,0.005773857257417803
0.8549999999999999,0.4782498948254102,0.4090909090909091,0.002906507347004683,0.005772005772005772
0.8699999999999999,0.47841817416912075,0.4166666666666667,0.0024220894558372357,0.0048161823727725156
0.8749999999999999,0.4782498948254102,0.38235294117647056,0.0020991441950589376,0.004175365344467641
0.8849999999999999,0.4782498948254102,0.36666666666666664,0.0017761989342806395,0.0035352723766672025
0.8799999999999999,0.4781657551535549,0.3548387096774194,0.0017761989342806395,0.0035347043701799484
0.8899999999999999,0.4781657551535549,0.3333333333333333,0.0014532536735023414,0.002893890675241158
0.9049999999999999,0.478502313840976,0.38095238095238093,0.0012917810431131924,0.002574831026713872
0.8999999999999999,0.47841817416912075,0.36363636363636365,0.0012917810431131924,0.0025744167337087695
0.8949999999999999,0.4781657551535549,0.32,0.0012917810431131924,0.0025731746542296562
0.9099999999999999,0.47841817416912075,0.35,0.0011303084127240433,0.0022533397714469662
0.9149999999999999,0.478502313840976,0.35294117647058826,0.0009688357823348943,0.001932367149758454
0.9249999999999999,0.4785864535128313,0.3,0.00048441789116744714,0.0009672738997259391
0.9199999999999999,0.47833403449726547,0.23076923076923078,0.00048441789116744714,0.0009668063164679343
0.9349999999999999,0.47875473285654185,0.3333333333333333,0.0003229452607782981,0.0006452653653815131
0.94,0.47875473285654185,0.3333333333333333,0.0003229452607782981,0.0006452653653815131
0.9299999999999999,0.4786705931846866,0.2857142857142857,0.0003229452607782981,0.0006451612903225806
0.95,0.4789230122002524,0.5,0.00016147263038914905,0.0003228410008071025
0.945,0.47875473285654185,0.25,0.00016147263038914905,0.0003227368081329676
